company_id,name,website_domain,description,industry_primary,verticals,year_founded,hq_city,hq_state,hq_country,funding_total_usd,last_round_type,last_round_size_usd,last_round_date,filing_count,source,github_stars,github_activity_90d,hn_mentions,hn_points,open_job_postings,semantic_sim,stage_fit,geo_fit,traction,investor_signal,hygiene,score,pts_semantic_sim,pts_stage_fit,pts_geo_fit,pts_traction,pts_investor_signal,pts_hygiene
c_8677615d967d,Savant,heysavant.com,"Savant is the company brain every AI-native enterprise runs on. We plug into the tools you already use, capture the written knowledge / undocumented procedures, and serve them to your employees and agents at decision time.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.45579046,0.5,1.0,0.0,0.0,0.75,41.98,18.23,10.0,10.0,0.0,0.0,3.75
c_050eb31bb236,Praxis AI,praxisrobotics.io,"Praxis captures the data physical AI is bottlenecked on: egocentric video, 3D scans, and multimodal capture from inside real industrial and residential environments. Embedded within publicly listed and unicorn-scale conglomerates, we reach 60k workers across 5 continents and 150+ environment types, supplying the real-world training data frontier labs and humanoid companies can't source anywhere else.",Industrials,"Hard Tech, Reinforcement Learning, Robotic Process Automation",,San Francisco,CA,US,,,,,0,yc,,,,,,0.45529914,0.5,1.0,0.0,0.0,0.75,41.96,18.21,10.0,10.0,0.0,0.0,3.75
c_18815cfca276,Markov,markovstudios.com,We source high quality tasks and data to train the next generation of computer use AI models.,B2B,"Reinforcement Learning, Data Labeling, Data Engineering",,San Francisco,CA,US,,,,,0,yc,,,,,,0.45524806,0.5,1.0,0.0,0.0,0.75,41.96,18.21,10.0,10.0,0.0,0.0,3.75
c_5305499a2591,Context.dev,context.dev,"Context.dev gives AI agents structured data from any website through a single API.

We help developers build smarter agents & products that depend on accurate, fresh web data.

If you need structured data from the internet, you need Context.dev

Proud to power agentic products at Mintlify, Super, Vizzy, Klarna, and 280 other companies. ",B2B,"Artificial Intelligence, B2B, APIs",,San Francisco,CA,US,,,,,0,yc,,,,,,0.45401588,0.5,1.0,0.0,0.0,0.75,41.91,18.16,10.0,10.0,0.0,0.0,3.75
c_dd955457ca44,Fabraix,fabraix.com,"Fabraix builds state-of-the-art AI red-teaming agents that continuously detect security vulnerabilities in customer-facing AI. Our product, Nyx, has already found vulnerabilities in agents at dozens of Fortune 500 companies. On AgentHarm, the leading benchmark for offensive AI security, Nyx achieved a 78% attack success rate, compared with 67% for GPT-5.6 Sol.

AI agents can change more often than teams can test them. A new model, prompt, tool, permission, or data source can change what an agent does, even when the application code stays the same. And AI is also increasing how much software companies produce and how often it changes.

We built Nyx to automate the work required to red-team AI agents. It is built around three capabilities:
- Nyx draws on more than 10,000 jailbreaks that we have collected and continuously update from public records (the largest such library we know of) as starting points for attacks across a wide range of failure modes.
- Nyx attacks itself through adversarial self-play, retaining successful jailbreaks and using them to generate stronger variants. This creates a continuous search for novel attacks rather than replaying a fixed set of payloads which compounds over time; thus massively improving its capabilities.
- It can interact directly with chat, voice, browser, and coding agents without source code or a special integration. It can also attack indirectly through controlled replicas of SaaS products and websites that we maintain, placing malicious payloads in webpages, documents, files, messages, and tool outputs to test how an agent behaves under different conditions.

Nyx often finds its first vulnerability within minutes or hours rather than days or weeks. Because the work is fully automated, companies can repeat the test with every change and at a much lower cost than what a 7-figure red-teaming (and point-in-time) engagement would require.

We're also the team behind ACE (Adversarial Cost to Exploit), a benchmark that measures AI security in terms of how much it costs attackers to break an AI system; providing a game-theoretic framework to understand how motivated a rational attacker would be in exploiting the system.",B2B,"Reinforcement Learning, Cybersecurity, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.45293555,0.5,1.0,0.0,0.0,0.75,41.87,18.12,10.0,10.0,0.0,0.0,3.75
c_3be67c7a2f9e,"Interceptor Trading, Inc.",,,Other Technology,,2021.0,LLOYD HARBOR,NY,US,500000.0,Seed,500000.0,2026-07-28,1,edgar,,,,,,0.14820495,1.0,1.0,0.0,0.34,0.5,41.83,5.93,20.0,10.0,0.0,3.4,2.5
c_9ac3f8210811,Ardent,tryardent.com,Clone any postgres DB regardless of size in 6s so agents can test their work,B2B,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,3.0,99.0,,0.20069239,0.5,1.0,0.6666666666666666,0.0,0.75,41.78,8.03,10.0,10.0,10.0,0.0,3.75
c_dabc85336ec6,Instance,instancelabs.ai,"We’re automating robot evaluation– the loop where you wait for your robot to roll out, judge its success, and then reset the scene. We're starting with step one: a success detector that automatically tells you whether your robot actually completed its task along with detailed subtask breakdown. 

We're MIT computer scientists & friends since middle school, with backgrounds at NASA JPL, SpaceX, and AWS.

Book a demo with founders@instancelabs.ai.",B2B,"Artificial Intelligence, Robotics, Data Labeling",,San Francisco,CA,US,,,,,0,yc,,,,,,0.45054162,0.5,1.0,0.0,0.0,0.75,41.77,18.02,10.0,10.0,0.0,0.0,3.75
c_bbb0ed665fea,Piris Labs,pirislabs.io,"Up to 80% of the most advance AI compute chips sits idle because of slow networking. Piris Labs builds photonic based networking solutions to enable fast, scalable, and low cost AI workload execution infrastructure.",B2B,"Artificial Intelligence, Hard Tech, Hardware, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,,0.4504298,0.5,1.0,0.0,0.0,0.75,41.77,18.02,10.0,10.0,0.0,0.0,3.75
c_81d527cb629b,StableBrowse,stablebrowse.ai,Help frontier labs build better models.,B2B,"Artificial Intelligence, API",,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.44977278,0.5,1.0,0.0,0.0,0.75,41.74,17.99,10.0,10.0,0.0,0.0,3.75
c_e03e94bb9188,"Kiken Technoloigies, Inc",,,Other Technology,,2026.0,MERRILLVILLE,IN,US,131000.0,Pre-Seed,131000.0,2026-07-28,1,edgar,,,,,,0.14413439,1.0,1.0,0.0,0.34,0.5,41.67,5.77,20.0,10.0,0.0,3.4,2.5
c_a83d457d25d8,Rubric AI,,Rubric AI (backed by Y Combinator) is the reasoning and verification infrastructure for AI. We're building the human and computational layer that turns expert judgment into training signals for the world's most consequential AI systems.,B2B,,,New York City,NY,US,,,,,0,yc,,,,,,0.47908384,0.5,1.0,0.0,0.0,0.5,41.66,19.16,10.0,10.0,0.0,0.0,2.5
c_3bd7959510ed,Instaplay,instaplay.ai,"AI-Native Social Platform, Starting with Games",Consumer,"Artificial Intelligence, Gaming",,San Francisco,CA,US,,,,,0,yc,,,,,,0.44757432,0.5,1.0,0.0,0.0,0.75,41.65,17.9,10.0,10.0,0.0,0.0,3.75
c_11a26f749e76,Revnu,revnu.com,"Revnu is your AI growth team. Built to run your whole GTM while you focus on building, Revnu is the best way to grow with AI. 

Our agents run every growth channel: outbound, ads, SEO, social, etc all on one shared intelligence, so learnings from one channel automatically improve all the others.

You keep shipping. We run the business.
",B2B,"B2B, Advertising, AI",,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.4457857,0.5,1.0,0.0,0.0,0.75,41.58,17.83,10.0,10.0,0.0,0.0,3.75
c_cb4296d7a7d3,Agency Tool Company,agencytool.com,"Agency Tool Company ships software to robots in the field 20x faster than a Docker pull with ATC Deploy, sending only the bytes that changed and resuming when the network drops. Deployment tooling is the connection between the lab & the field that continually bottlenecks robotics scaling and lacks a strong robotics-native solution. Deploy is live today with 3 launch partners across ag, construction, and logistics robotics.

Our second product, ATC Build, offers embedded-compute as a CI service so devs can run tests and validate their software on the actual target hardware. Build supports the Nvidia Jetson lineup, Raspberry Pi, and a number of other embedded platform targets.

Jack Morrison and Davis Foster founded and sold Scythe Robotics after deploying hundreds of autonomous mowers across the country; Agency Tool Company is building the robotics deployment platform across hardware and software they wish they had.",Industrials,"Developer Tools, Robotics, Automation, Infrastructure, Self-Driving Vehicles",,Denver,CO,US,,,,,0,yc,,,,,,0.44575506,0.5,1.0,0.0,0.0,0.75,41.58,17.83,10.0,10.0,0.0,0.0,3.75
c_996d783a879d,Arden,ardentech.ai,"Arden is the AI-native platform for internal audit and SOX teams.

We build AI agents that automatically pull evidence from your stack, test controls end-to-end, and produce audit-ready workpapers in minutes instead of weeks.

Internal audit is a massive but underserved market. Every public company in the US is required to do SOX testing, yet teams still run it through spreadsheets and screenshots. Arden is the engine that does this work.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.44457224,0.5,1.0,0.0,0.0,0.75,41.53,17.78,10.0,10.0,0.0,0.0,3.75
c_694b4d114c79,Aemon,aemon.ai,"Aemon is the first autonomous research engineer that delivers state-of-the-art solutions to your engineering problems. It generates, tests, and evolves thousands of approaches at machine speed to discover optimal solutions beyond what human experts can find.

Aemon already set a new world record on an NP-hard math optimization problem with <$10 of compute, beating the previous record set by Google DeepMind in 2025.

Ray and Richard (twin brothers) dropped out of UWaterloo and UIUC to build Aemon. They published at top AI conferences like ICLR and EMNLP before turning 20.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.44452223,0.5,1.0,0.0,0.0,0.75,41.53,17.78,10.0,10.0,0.0,0.0,3.75
c_ff72fbf48492,Cardinal,trycardinal.ai,"Hey YC! We're Devi and Jianna - the founders of Cardinal.

TL;DR: Cardinal is the AI platform for precision outbound. We run outbound for 40+ YC companies, like Mintlify, Greptile, and Luminai.

The Problem

“Spray and Pray” outbound is dead. The best teams at outbound do it with extreme precision. Finding things in common with your customers, staying in touch with them through their content, mapping inbound from signups and ads, tracking website visitors, monitoring various signals, etc. This sounds great in theory, but in reality involves stringing together 10+ tools and hiring a GTM engineer.

That’s where Cardinal comes in.

Cardinal is an AI platform for precision outbound. Our agents can create workflows that normally require the work of fulltime GTM engineers.

If you're a founder or sales leader looking to bring AI into your sales org, would love to chat!",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.44422418,0.5,1.0,0.0,0.0,0.75,41.52,17.77,10.0,10.0,0.0,0.0,3.75
c_af433022edd5,smol machines,smolmachines.com,"Smol machines solve the problem of ""but app works on my machine"" by shipping the machine.

Smol machine enables devs to ship a lightweight virtual machine with any software, similar to how Electron ships an entire browser with the web app. ",B2B,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,6.0,34.0,,0.25102597,0.5,1.0,0.5146893481167586,0.0,0.75,41.51,10.04,10.0,10.0,7.72,0.0,3.75
c_96838743b24c,Amulet,amulet.so,"Amulet is a high-performance filesystem that gives agent workloads fast access to petabytes of data stored in the cloud. 

We provide isolated, writable workspaces that mount in under 100 ms and fork without copying data. Work persists across disposable compute, and every workspace can be snapshotted, reproduced, merged, or rolled back. We’re working with agentic automated-research labs, cloud agent providers, and other to bring this infrastructure to data-intensive AI teams.",B2B,"Developer Tools, Machine Learning, Big Data, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.44345105,0.5,1.0,0.0,0.0,0.75,41.49,17.74,10.0,10.0,0.0,0.0,3.75
c_7573b6ac3521,Illume Labs,illumelabs.ai,"Illume is a 24/7 AI personal health & longevity companion that connects your wearables, blood panels, and genomic data to text you personalized and actionable insights. We pull in your health data and fuse it into one secure model. You get daily text updates on what changed, what it means, and what to do next; conversational health Q&A like ""What should I do to improve my bloodwork?""; cross-data trend detection that catches patterns individual platforms miss; and a full platform to dig deeper, explore your health data, and text your Illume agent anytime. We're 3 MIT grads & friends, with experience at Windsurf, MIT CSAIL, Eli Lilly, & the Broad Institute. ",Healthcare,"Generative AI, Health Tech, Biotech, Health & Wellness, AI",,Boston,MA,US,,,,,0,yc,,,,,,0.44353718,0.5,1.0,0.0,0.0,0.75,41.49,17.74,10.0,10.0,0.0,0.0,3.75
c_22dd3544a728,Synphony,synphony.co,"Strawberry farming is a $3B industry in California alone with 60% labor cost using 40-year old software. Synphony provides strawberry picking robots and software services including: bed-level analytics, data pipeline integration, and agentic solutions.

Synphony's ""side hustle"" is selling data, evals, and viral demos to robot foundation labs while building capacity for general robot deployments. We've started with strawberry farming for great margins and outdoor data moat, but also received requests for robots in semi-conductors and autonomous space labs. 

Synphony's team has won over 15 hackathons together (taking home 4 Jensen-signed GPUs!). Sean did ML research at NVIDIA and led AI products used by IRS and Citibank. Lucas' research spanned robotics, IoT devices, and neuromorphic computing. Alex architected an app with 400k users. ",Industrials,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.4433526,0.5,1.0,0.0,0.0,0.75,41.48,17.73,10.0,10.0,0.0,0.0,3.75
c_4d8fed2f4e8d,Uno Wallet,myunowallet.com,We are changing the way that people pay...,Fintech,"Artificial Intelligence, Fintech, Payments, Consumer, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,,0.44273877,0.5,1.0,0.0,0.0,0.75,41.46,17.71,10.0,10.0,0.0,0.0,3.75
c_c2de94fa45e1,KelAI,kelaitech.com,"Founded by former WorldQuant portfolio manager & head of event driven systematic strategies Jeremie Cohen, KelAI is building the autonomous alpha engine for hedge funds, traders and institutional investors. 

Investment teams now have more data, tools and compute than ever, but research still runs across siloed systems and inefficient workflows. KelAI turns that fragmented process into a compounding AI-native engine that continuously finds, tests and validates trading signals at a pace no human team can match.",Fintech,,,New York City,NY,US,,,,,0,yc,,,,,,0.4417219,0.5,1.0,0.0,0.0,0.75,41.42,17.67,10.0,10.0,0.0,0.0,3.75
c_08dd955b2d05,Infera,infera.bio,"Describe an experiment in plain English, and Infera turns it into a validated, instrument-ready run across the equipment your lab already uses. Infera handles the protocol logic, vendor-specific scripts, data, inventory, and institutional knowledge in one system. An AI-native compiler for the lab: one system from intent to execution.",Healthcare,"SaaS, B2B, Biotech, Automation, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.44164687,0.5,1.0,0.0,0.0,0.75,41.42,17.67,10.0,10.0,0.0,0.0,3.75
c_c794cda243a3,GodHands,godhands.dev,"GodHands is building a living knowledge base for engineering teams, turning the code, docs, and decisions across your stack into a single source of truth that stays accurate as you grow.",B2B,"Documents, Artificial Intelligence, Developer Tools, DevOps",,San Francisco,CA,US,,,,,0,yc,,,,,,0.44089144,0.5,1.0,0.0,0.0,0.75,41.39,17.64,10.0,10.0,0.0,0.0,3.75
c_4134de248095,"Prescience, Inc.",getprescience.com,"Prescience is the preeminent health benefits platform for the world's most ambitious companies. We save employers 20-50% on healthcare while offering best-in-industry health benefits: www.getprescience.com

About us:
Prescience is building a new healthcare system for America. We train AI systems to: create, operate, insure, and deliver healthcare for employer health plans. Prescience Time Machine – an AlphaGo-like system – steers patients towards “Move 37 health trajectories” that deliver dramatic cost savings for employers. Rishab Jain and Aditya Jain, M.D. are serial entrepreneurs and brothers from Harvard & Harvard Medical School with backgrounds in machine learning and medicine. We believe abundant intelligence will bring an opportunity to fundamentally rebuild the $4.5T healthcare industry around proactive (prescient) health and wellness.",Healthcare,"Health Insurance, Insurance",,Boston,MA,US,,,,,0,yc,,,,,,0.43975037,0.5,1.0,0.0,0.0,0.75,41.34,17.59,10.0,10.0,0.0,0.0,3.75
c_f81f74aef192,Lamina Labs,laminalabs.ai,"Lamina Labs is building infrastructure for near-real-time structured video generation.

Most AI video is built for cinematic clips. Lamina is built for useful videos that teach and explain. Our first product, Simi, turns prompts, documents, and AI answers into whiteboard-style teaching videos in seconds.

Our goal is to make video the default interface for AI communication.
",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.43938297,0.5,1.0,0.0,0.0,0.75,41.33,17.58,10.0,10.0,0.0,0.0,3.75
c_415e42ebfcf4,Saffron,trysaffron.ai,"Saffron allows companies to quickly evaluate how well software engineers use AI to code. 

The way engineers write code has fundamentally changed, but the way companies evaluate them hasn't. Saffron gives teams full visibility into how candidates use AI agents to build, debug, and ship real features on an actual codebase. 

Saffron was founded by Robert Chondro (formerly MIT and Jane Street), Jerry Yao (Stanford and Jane Street), and Kazuma Choji (Harvey Mudd, published in NeurIPS and ICML), and is backed by Y Combinator (P26) and Afore Capital. ",B2B,"SaaS, Human Resources, HR Tech",,San Francisco,CA,US,,,,,0,yc,,,,,,0.43935972,0.5,1.0,0.0,0.0,0.75,41.32,17.57,10.0,10.0,0.0,0.0,3.75
c_ba0c5ba3fee2,Synthetic Sciences,syntheticsciences.ai,"We're building the infrastructure for the era of autonomous science. Our core thesis: scientific foundation models with real research ""taste"" require two things, built in parallel. A product that captures high-quality organic research-process data at scale, and the training and research to turn that data into models with genuine scientific ""taste"". We're building both.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.43895668,0.5,1.0,0.0,0.0,0.75,41.31,17.56,10.0,10.0,0.0,0.0,3.75
c_e872d14e04f8,Polymorph,usepolymorph.com,"Polymorph is building the future of the consumer internet: one that adapts to each user and optimizes for delightful experiences by building agents that constantly run thousands of experiments that scale our customers' product ideas and brand.

Team has extensive startup, AI, and math backgrounds: 
- founding engineer at a unicorn
- ML infrastructure @ Scale AI (inference), AWS Bedrock (fine-tuning)
- ads engineering @ Meta & Twitch
- IMO & IOI medalists",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.4375343,0.5,1.0,0.0,0.0,0.75,41.25,17.5,10.0,10.0,0.0,0.0,3.75
c_97ecd3b01ae9,InLoop Robotics,inloop-robotics.com,"We are building AI-native fulfillment powered by robotics.
Warehouses without human labor that get better, faster, and cheaper with every order.

Most robotics companies wait until their system is perfect before deploying. We don't. We ship imperfect policies into real warehouses, detect failures in real time, recover automatically when we can, and bring in a remote human operator when we can't.

Every failure becomes training data. Every intervention makes the system better. The result is a fulfillment system that continuously learns from production.",Industrials,,,San Francisco,CA,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.43666673,0.5,1.0,0.0,0.0,0.75,41.22,17.47,10.0,10.0,0.0,0.0,3.75
c_3ab5de63b5a9,Harbor,runharbor.com,"Harbor is building an AI-native contract research organization (CRO) for clinical trials. We started with an AI-native system of record for clinical trial data (electronic data capture system), grew the software business to seven trials and ~$187k in contracted software revenue over the next twelve months, then expanded into full-service trial execution and signed our first CRO contract worth $1.93M over three years.

Clinical trials consume 45% of all new drug and device development spend. While some of that goes to software, sites, and patients, the largest line items are services: project management, monitoring, data management, site coordination, source verification, query resolution, record reconciliation, and analysis.

Today, drug and device companies outsource clinical operations to legacy CROs and their massive teams, which is why the CRO market is $82B annually. Harbor delivers the regulated services companies buy from legacy CROs, but built around our AI-native system of record from day one. Our software already automates the core data workflows: study build, data capture, query generation, monitoring, signing, and database lock. Because we own the system of record, we can expand into the surrounding service workflows: site contracting and billing, subject engagement and retention, statistics, reporting, and more.

We built Harbor because we lived through the problem. Albert spent four years in clinical trials and regulatory strategy at a medical device startup, taking an unproven wearable from first-in-human trials to FDA authorization. Nate brings the technical depth, having built scalable software at Google and Ramp and served as employee #1 at a previous YC startup.",Healthcare,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.43567333,0.5,1.0,0.0,0.0,0.75,41.18,17.43,10.0,10.0,0.0,0.0,3.75
c_222e1fc2a264,"PerfectBit, Inc.",perfectbit.ai,"We create a new kind of data for training AI models. Most LLMs are pre-trained on noisy web-scraped text, but they hallucinate and still fail on tasks that humans find trivial.  PerfectBit creates high-quality training data that's correct by construction. We verify against physics simulators, scientific databases, formal proof systems. LLMs, robotics, AI for Science, and more.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.4350497,0.5,1.0,0.0,0.0,0.75,41.15,17.4,10.0,10.0,0.0,0.0,3.75
c_2089e2ff8d52,"Hatchery Holdings Company, LLC",,,Manufacturing,,2026.0,DES MOINES,IA,US,7612500.0,Early,7612500.0,2026-07-28,1,edgar,,,,,,0.13031451,1.0,1.0,0.0,0.34,0.5,41.11,5.21,20.0,10.0,0.0,3.4,2.5
c_b07cddd820f8,Cohesion,cohesionplatform.com,"Cohesion is building AI agents for hedge funds. Our agents track earnings and non-traditional datasets like podcasts and X/twitter. Analysts spend hours a week manually tracking these data sources and still miss relevant investing signals. Now, our agents do it for them autonomously. 
",B2B,,,New York City,NY,US,,,,,0,yc,0.0,0.0,0.0,0.0,,0.4324581,0.5,1.0,0.0,0.0,0.75,41.05,17.3,10.0,10.0,0.0,0.0,3.75
c_920d3eb4dfd7,OpenRelay,openrelay.inc,"Distributed, hardware-agnostic AI inference",B2B,AI,,Seattle,WA,US,,,,,0,yc,,,,,,0.43169445,0.5,1.0,0.0,0.0,0.75,41.02,17.27,10.0,10.0,0.0,0.0,3.75
c_149b848805d2,Inkbox,inkbox.ai,"We are building the identity and communication layer for AI agents: giving agents their own email, phone, iMessage, and internet address. Every interaction flows through Inkbox, so agents are enhanced with multi-channel context.",B2B,"Developer Tools, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.431294,0.5,1.0,0.0,0.0,0.75,41.0,17.25,10.0,10.0,0.0,0.0,3.75
c_8dbd8eb516f2,NV Gold Corp,,,Other,,,VANCOUVER,A1,US,456323.0,Pre-Seed,456323.0,2026-07-28,1,edgar,,,,,,0.1576388,1.0,1.0,0.0,0.34,0.25,40.96,6.31,20.0,10.0,0.0,3.4,1.25
c_2851dd2b4821,Twolabs,twolabs.ai,"We build modular humanoid robots and the software platform that allows anyone to train, deploy, and scale robots for real-world tasks.

Today, teaching a robot a new skill requires robotics engineers, machine learning engineers, training infrastructure, and significant compute resources. We reduce that process to:
Record → Upload → Train → Deploy.

Our robots are modular and configurable, with interchangeable end effectors, configurable sensors, and multiple deployment configurations. 

We believe current humanoid embodiments are often overfit for specific use cases, so we're building a platform that adapts to different environments and applications.

Long term, we want robotics to be as accessible as software development. Our goal is to become the default platform for training and deploying autonomous robots.",Industrials,"Artificial Intelligence, Robotics",,San Francisco,CA,US,,,,,0,yc,,,,,,0.430293,0.5,1.0,0.0,0.0,0.75,40.96,17.21,10.0,10.0,0.0,0.0,3.75
c_fb35bfa8e5d1,Minicor,minicor.com,"Minicor connects AI startups to legacy desktop apps that have no API. Reliably, quickly and at scale.

Describe a workflow and get an API endpoint. Each call triggers a self-healing desktop automation on a Windows VM. On-prem, cloud, or Citrix. Build through your coding agent via our MCP.

Complete with the observability tools to manage your customer relationship: full video replay of every automation, granular logging, and slack enabled alerts.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.42973566,0.5,1.0,0.0,0.0,0.75,40.94,17.19,10.0,10.0,0.0,0.0,3.75
c_e071db15b49d,Overshoot,overshoot.ai,"Overshoot makes it easy for developers to build and run real-time vision applications.

AI can see and understand the physical world. This unlocks new applications in physical security, safety, gaming, robotics and general consumer products. Soon, video agents will watch your home and your pet when you’re away. 

However, existing platforms make it painful for developers to build these real-time applications. Slow inference. Limited model availability. Break at scale. 

Overshoot solves this.

Today, 300+ developers connect live video feeds to the largest collection of Vision Language Models with 3 lines of code. And get responses in less than 200ms. 10x faster than any existing inference platform. Zero infra headache. 

Our moat is focus. Image and Video are fundamentally different modalities from text. By focusing on them, we are able to make strong technical leaps from codec, streaming protocols to inference engines.

Younes and Zakaria are cousins. Zakaria graduated top of his class at LSE and MIT, and later built low-latency high-throughput pricing systems (surge) at Uber and inference engines at Meta. He previously built and sold a software product and won several prominent AI hackathons. Younes was a founding engineer at Cosmonio (later acquired by Intel). He built a training and serving Computer Vision platform from scratch. He witnessed firsthand customers abandoning traditional Computer Vision because it lacked the “general” intelligence LLMs have today. Together we’ve shipped large-scale systems and know where they break.",B2B,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.42974237,0.5,1.0,0.0,0.0,0.75,40.94,17.19,10.0,10.0,0.0,0.0,3.75
c_43f2481e409b,Torus,usetorus.com,"Torus lets engineering firms and project owners build infrastructure 10x faster to reindustrialize America and the West. 

We're working with multiple Fortune 500 companies to build critical infrastructure including data centers and critical energy installations. ",Industrials,"Construction, Energy, Enterprise Software, AI, Industrial",,San Francisco,CA,US,,,,,0,yc,,,,,,0.42948186,0.5,1.0,0.0,0.0,0.75,40.93,17.18,10.0,10.0,0.0,0.0,3.75
c_b9dae5db247a,"Enhance Health, Inc.",,,Other,,2023.0,FAYETTEVILLE,AR,US,145000.0,Pre-Seed,145000.0,2026-07-28,1,edgar,,,,,,0.12479274,1.0,1.0,0.0,0.34,0.5,40.89,4.99,20.0,10.0,0.0,3.4,2.5
c_ba22f5d0c40b,Almanac,codealmanac.com,"Almanac is a self-updating wiki for your coding agents. It turns your team’s AI coding conversations into connected Markdown docs that live inside your repo. Your agents automatically search the wiki before making changes, so every agent working on the codebase starts with the same context, decisions, and implementation history. ",B2B,Generative AI,,San Francisco,CA,US,,,,,0,yc,,,,,,0.4275434,0.5,1.0,0.0,0.0,0.75,40.85,17.1,10.0,10.0,0.0,0.0,3.75
c_335c916bed3a,GAINGELS VALERA HEALTH LLC,,,Other,,2021.0,BURLINGTON,VT,US,16122.0,Pre-Seed,16122.0,2026-07-28,1,edgar,,,,,,0.12336978,1.0,1.0,0.0,0.34,0.5,40.83,4.93,20.0,10.0,0.0,3.4,2.5
c_979569915122,Arctic Health,arctic.health,"Arctic Health is building AI-native credentialing and contracting for healthcare organizations. We automate the full workflow, from establishing payer contracts to enrolling each provider. We collect and validate organization and provider data according to each state and payer’s requirements, and submit on the organization's behalf. We then monitor status and compliance on an ongoing basis.

Tools on the market today either perform small pieces of the workflow or price out small and mid-sized organizations. We handle the process end-to-end regardless of organization type or size. Our browser automations enable AI agents to submit and monitor across hundreds of payer portals, and our system is trained by experienced industry experts who handle every edge case.

Healthcare organizations get one simple platform. We handle the rest. ",Healthcare,,,New York City,NY,US,,,,,0,yc,,,,,,0.42667133,0.5,1.0,0.0,0.0,0.75,40.82,17.07,10.0,10.0,0.0,0.0,3.75
c_601d3d386f52,Rex,rex.inc,"Rex is an AI-native service for order to cash. We replace people-heavy operations with AI agents that continuously manage invoices, customers and exceptions.

Order to cash is a $60B outsourced function because the work is too messy for traditional automation. Every customer has different context, exceptions do not follow clean rules, and the next step is often buried in emails, portals, handoffs, or someone’s memory. Rex agents run continuously in the background and resolve work to SLA standards so cash keeps moving. We're live with pre-IPO tech companies, managing  >$500m in receivables from F100 companies, cutting manual follow-up cycles from weeks to hours.

We founded Rex after spending four years building Sequence, an a16z-backed finance ops platform, from zero to Series A — where we saw firsthand that at-scale, O2C still runs on manual labour.

Rex is the #1 winner of the Vercel AI Accelerator out of 2,500 teams, selected by Guillermo Rauch and leaders from OpenAI, Anthropic, Browserbase and more.",B2B,"B2B, Enterprise, Enterprise Software, AI",,San Francisco,CA,US,,,,,0,yc,,,,,,0.42663652,0.5,1.0,0.0,0.0,0.75,40.82,17.07,10.0,10.0,0.0,0.0,3.75
c_074574a4000e,Wealor,wealor.ai,AI-native platform for wealth managers,Fintech,,,San Francisco,CA,US,,,,,0,yc,,,,,,0.4264087,0.5,1.0,0.0,0.0,0.75,40.81,17.06,10.0,10.0,0.0,0.0,3.75
c_4f3164ea6be1,Talking Computers,talkingcomputers.ai,"We deploy fleets of AI Infrastructure Engineers to collaborate over week-long time horizons, run 100s of experiments in parallel, and learn from them to optimize your training/ inference infrastructure to your workloads.

We've partnered with companies to speed up their GPU kernels to 6x SOTA, and improved the latency of voice models to twice the competition.
",B2B,,,,,,,,,,0,yc,,,,,,0.55094886,0.5,0.5,0.0,0.0,0.75,40.79,22.04,10.0,5.0,0.0,0.0,3.75
