company_id,name,website_domain,description,industry_primary,verticals,year_founded,hq_city,hq_state,hq_country,funding_total_usd,last_round_type,last_round_size_usd,last_round_date,filing_count,source,github_stars,github_activity_90d,hn_mentions,hn_points,open_job_postings
c_9ed077a89d43,TryNearby,trynearby.com,"TryNearby connects local businesses with creators who live nearby. Restaurants subscribe monthly and automatically get booked visits from local creators who film, edit, and post a review to the local algorithm. This creates a steady stream of content that compounds into discovery on TikTok, Instagram, and increasingly AI search. Over 100 restaurants and thousands of creators are on the platform across Southern California, with AI agents handling matching, booking, and every creator conversation.",B2B,"Restaurant Tech, Marketing, Creator Economy, SMB",,Los Angeles,CA,US,,,,,0,yc,,,,,
c_e1fd37eda87b,Moving Atoms,movingatoms.ai,"Our first model, Atom 1, pre-trained on the internets video, and fine tuned for physics. 
It has been action conditioned, so you can simulate robot actions within it.
This lets Robot Labs train their robots using GPUs instead of relying on human collected manual data that is slow and expensive.
In unseen and hard to replicate environments, this is the only path to getting ANY training data.",Industrials,"Artificial Intelligence, Hard Tech, Robotics, Virtual Reality, Data Labeling",,San Francisco,CA,US,,,,,0,yc,,,,,
c_72de60c3c5fc,Tenor,heytenor.com,"Tenor enables domain experts to build, run, and scale AI-native service businesses.
The next generation of successful white-collar service businesses will be built and scaled around AI from the ground up. These companies need more than capable AI models. They need a company data layer, governed workflows that AI can execute, and harnesses that continuously improve based on outcomes and decision checkpoints. Tenor is building this infrastructure so millions of AI-native businesses don’t have to build it themselves.",B2B,"Artificial Intelligence, B2B, Automation",,San Francisco,CA,US,,,,,0,yc,,,,,
c_6f903dd6a14c,Simulithic,simulithic.com,"Simulithic continuously uses your production product like your real users do. We learn representative user journeys and run agents across different devices, browsers, account states, and environments to find failures that traditional automated tests miss. When something breaks, we reproduce it and alert engineering before they hear about it from a customer.",B2B,Artificial Intelligence,,San Francisco,CA,US,,,,,0,yc,,,,,
c_9d294759bbe0,twentyfour26,twentyfour26.com,"twentyfour26 builds autonomous CNC machining cells for rapid prototyping, so hardware teams can iterate with software speed.",Industrials,"Robotics, Manufacturing, Industrial",,San Francisco,CA,US,,,,,0,yc,,,,,
c_b8aa4254c7f7,Vorelios,vorelios.com,"Engineering is bottlenecked by slow, costly simulations. We're fixing that by building foundation models that learn physics end-to-end and deliver the same results in seconds, at a fraction of the cost.",B2B,"Hard Tech, B2B, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_cb260165625a,Financial Datasets,financialdatasets.ai,"Financial Datasets is an applied AI research lab building search and data infrastructure for agents, starting with financial markets.

We turn filings, company disclosures, and market data into structured, searchable information - helping agents find relevant facts, answer financial questions, and monitor markets in real time.

For 40 years, market data was built for people reading screens. We're rebuilding it for agents that research every company, all day, across the world.",B2B,"Fintech, Investing, AI, Stocks",,New York City,NY,US,,,,,0,yc,,,,,
c_da371aa225a3,Verdict Machine,verdictmachine.com,"Verdict Machine uses AI to understand each financial institution's complete on-chain environment, assess its cyber risk and generate tailored controls. The same live model powers transaction prevention, continuous cyber diligence, security posture and cost-efficient wallet screening. Before execution, Verdict Machine evaluates proposed transactions against the institution's active policies.

In our first weeks, we started POCs with asset managers and digital-asset infrastructure providers whose systems move billions of dollars every week for financial institutions. We're now in active evaluations with digital-asset teams at some of the world's largest banks.

The founding team launched and led blockchain security at Check Point (NASDAQ: CHKP).",B2B,"Crypto / Web3, Security, AI",,Tel Aviv-Yafo,Tel Aviv District,Israel,,,,,0,yc,,,,,
c_cc52bcd22cb6,Peer,peer-freight.com,"Peer is building an AI-native freight brokerage that quotes freight, finds the right trucking companies, tracks shipments, and handles problems from pickup through delivery for shippers.",B2B,"Digital Freight Brokerage, Logistics",,San Francisco,CA,US,,,,,0,yc,,,,,
c_30333f3373f9,Enact,enact.company,"Enact creates the physical environments to benchmark and hill climb robotics models on high-value tasks. We find where robots fail, and fix them with our in-house training loop.",Industrials,"Reinforcement Learning, Robotics, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_fcfdc3af1ddf,Mosaic,mosaic.inc,"Mosaic gives teams and their coding agents shared memory across every session, so everyone can understand what happened, why decisions were made, and pick up where someone else left off.

We started as a real-time coding environment where multiple people and their agents can work together live. It went viral, defined the multiplayer AI category, and inspired frontier labs like Anthropic.

Together, we’re building the infrastructure for people and agents to share context and work together.",B2B,Artificial Intelligence,,San Francisco,CA,US,,,,,0,yc,,,,,
c_006144c073c0,Pacific,pacific.space,"We mass-produce modular data centers that deploy on stalled infrastructure projects losing billions per week.

Delayed infrastructure projects hemorrhage $1B a week in the US alone - Pacific mass-produces modular data centers that deploy on those sites in days and turn their unused power into revenue.

Data centers are stuck for years waiting for power, while delayed construction sites across the world sit on unused interconnects, losing billions of dollars per week in interest on trillions of dollars of debt. Our pods deploy on those sites and generate revenue for them in days. They use diamond wafers in the cooling system so pods run anywhere on earth, even a desert. 

We'll use the same mechanisms we're building today to deploy compute across the galaxy.
",Industrials,"Fintech, Robotics, Space Exploration, Manufacturing, AI",,London,England,United Kingdom,,,,,0,yc,,,,,
c_f9a4a253da8c,Antropi Robotics,antropi.world,Autonomous CNC factories for faster hardware,Industrials,"Robotics, Manufacturing",,Bengaluru,KA,Non-US,,,,,0,yc,,,,,
c_6c2416810986,Erinys,erinys.ai,"Erinys provides the technology, intake, back office, and client acquisition needed to launch and scale an AI-native law firm. Lawyers own their firms and make every legal decision; Erinys handles everything around them.",B2B,"Artificial Intelligence, Legal, LegalTech",,San Francisco,CA,US,,,,,0,yc,,,,,
c_6f6cd30e2f71,Marengo,marengox.com,"Marengo is an AI-native engineering firm designing data centers in half the time and half the cost. We have $4M in design partnerships with two of the world's largest developers ($XB).

Marengo is backed by YC, Exor, Future Planet Capital, undisclosed $2B AUM family office, and other top-tier investors.

Our team includes the former President & CEO of Saipem America ($3B+ P&L), former President of Exyte's Advanced Technology Facilities GBU ($6B+ P&L) and more.",Industrials,"Design, Energy, Architecture, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_e278f386ca73,Prodigy Research,prodigy.markets,"Prodigy is the frontier AI trading research lab. We've trained the world's best foundation model for quantitative finance. We've already achieved more than 100% returns in live trading over the course of our YC batch, doubling our capital while major indices were flat. Our founders previously worked on a trading desk at Jane Street, trained frontier AI models at Google DeepMind and shipped cutting-edge AI at Apple to billions of customers. Join us as we use AI to solve the market.",Fintech,"Reinforcement Learning, Finance, Investing, Trading, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_7339ad2a04f6,Dawn Industries,dawnxr.com,"VIM connects to the entire cell: PLCs, robots, CNC machines, sensors. When a cell faults, VIM finds the cause, stages the fix, and the operator approves with one click. When a part drifts, VIM catches it seconds after the cut, inside the machine, and recommends the correction. Recovery drops from 30 minutes to under two, saving more than $15,000 per fault in large factories.",Industrials,Artificial Intelligence,,San Francisco,CA,US,,,,,0,yc,,,,,
c_9bd1bad6f2f6,Hebbian Robotics,hebbianrobotics.com,"Hebbian Robotics builds APIs for robotics data teams to verify data quality for model training.  

Our customers use us to build quality control pipelines in just a few lines of code, with custom models 10x faster and 8x cheaper than general foundation models. 

https://hebbianrobotics.com/
https://github.com/Hebbian-Robotics/hflow",Industrials,"Robotics, Data Science, Data Engineering, AI, Databases",,San Francisco,CA,US,,,,,0,yc,,,,,
c_0bf800c6240f,Audun,audun.co,Audun automates debt collection.,Fintech,"Artificial Intelligence, Fintech, Finance, AI",,Oslo,Oslo,Norway,,,,,0,yc,,,,,
c_b1dc253f3846,Qlo,getqlo.com,"Qlo builds AI agents to run commercial insurance underwriting. We start by fully automating the operational work around risk decisions, become the system of record, and earn autonomy workflow by workflow toward the autonomous AI underwriter.

We’re rebuilding underwriting infrastructure from the ground up so human underwriters and AI agents can share the same accounts, rules, documents, permissions, and workflow state. 

We believe every commercial insurance program will eventually be built and operated end to end by AI agents on Qlo.",Fintech,"Artificial Intelligence, Insurance, Enterprise Software",,San Francisco,CA,US,,,,,0,yc,,,,,
c_1c7cf2de8a15,Radley,radley.health,"Radley is the first AI-native radiology practice. We're acquiring a radiology practice bringing Radley to $4.6M in annualized revenue and rebuilding it with agents from the ground up.

Radiology is already in crisis: there aren't enough radiologists to interpret 1 in 6 medical scans. In 10 years, that gap is growing to 1 in 3 - 246M scans a year.

From past experience, we know that point solutions won’t cut it. While there is demand (we have $2.2M in contracts to prove it), bottleneck isn't just software, it's outdated systems and slow, inefficient operations. That's why we own the full stack, clinical and operational, end to end.

We met at Carbon Health as we scaled operations 31x and expanded to 100+ clinics. Now we're rebuilding radiology.",Healthcare,"B2B, Healthcare",,San Francisco,CA,US,,,,,0,yc,,,,,
c_c9e27a2cc132,Exosat,exosat.com,"Exosat is building thousands of low-cost communication satellites to provide a neutral, sovereign alternative to Starlink. By designing our satellites with zero ITAR/EAR-controlled content, we can leverage manufacturers anywhere in the world to produce our satellites at under a tenth of the cost and launch them from other nations to bypass capacity bottlenecks and access equatorial orbits. 

We're starting off by selling connectivity to device OEMs and network operators, but will eventually use the distributed compute across our constellation to run low-latency inference for robots and autonomous vehicles in remote and rural areas anywhere on the planet.

We've already signed hundreds of millions in LOIs to work with operators across Central Asia, Southeast Asia, and the Middle East, booked our first satellite launch next year, and hold an 11,000 satellite filing with the ITU to build the largest comms network outside of the U.S. and China.",Industrials,"Space Exploration, Satellites, Aerospace, Telecommunications, AI",,Singapore,Singapore,Singapore,,,,,0,yc,,,,,
c_76df228c18d3,Neuromorphic,neuromorphic.vision,"We are building robots that can work autonomously in existing wet labs. Unlike traditional lab automation, which requires dedicated equipment and fixed workflows, our robot moves between workstations, manipulates existing scientific equipment, transports lab materials, and executes experiments using the same lab infrastructure as a human technician. We make the robots easy to manage through natural interfaces like Slack, email, and phone. Our goal is to make deploying robots in wet labs as easy as onboarding a new employee, and to accelerate scientific research!",Industrials,"Artificial Intelligence, Hard Tech, Robotics, B2B, Biotech",,San Francisco,CA,US,,,,,0,yc,,,,,
c_119bf710cd9b,herdr,herdr.dev,"Developers don't run one coding agent anymore. They run fleets of them — for hours, sometimes days — across laptops, servers, and sandboxes. Keeping track of that work is the new bottleneck: which agent is blocked, which one finished, which terminal is it in, and why did everything die when the laptop closed.

Herdr is the open-source home for that work. A background server owns the agents' terminal sessions on each machine, so the work survives disconnects, closed lids, and dropped SSH. Herdr detects each agent and turns the chaos into an attention queue — working, blocked, done, across every project — so you look only when an agent needs you. Every client is just a view: the bundled terminal UI, SSH from another machine, your phone. Close one, open another; the work never stops.

Software can drive it too: a CLI, a socket API, and a plugin marketplace that passed 500 community plugins in its first month. The runtime is Apache-2.0 and stays open. Four months after launch: 25k GitHub stars, 340k downloads.",B2B,"Artificial Intelligence, Developer Tools, AI Assistant",,Ankara,Ankara,Turkey,,,,,0,yc,,,,,
c_b4a11933cfe4,Jcode,jcode.sh,"We produce the most capable, fast, and efficient coding agent harness. Our harness has 20k+ github stars, and $1m+/month of inference throughput.",Consumer,"Artificial Intelligence, Developer Tools",,San Francisco,CA,US,,,,,0,yc,,,,,
c_132ae3a89c6c,Forward,useforward.co,An AI platform that connects commercial debt advisors with mandate matching private credit funds. ,B2B,"Artificial Intelligence, Fintech, B2B",,San Francisco,CA,US,,,,,0,yc,,,,,
c_f1e884f92501,Click,useclick.ai,"Click builds useful services that meet users right inside ChatGPT and Claude.
We're starting with a research service that provides external context that the built-in web search misses - like data from professional & social platforms, marketplaces, financials, and more. 
It makes research on people & companies even deeper with specialized, source-backed context beyond built-in web search, while enabling new tasks like comparing live flight fares right inside the chat.",B2B,"Artificial Intelligence, API, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_1d6a8b63f92f,Arbital,arbital.xyz,"Arbital lets you trade perps, memes, stocks, and run market-making strategies from one place. In our first 7 months, 2,700 traders have traded $1.35B in volume through Arbital, and we're now doing $435M/month. 

We're building towards a social, mobile-first trading app that brings tokenized equities, crypto, and perps to everyone.",Fintech,"Artificial Intelligence, Fintech, Crypto / Web3, Investing, Trading",,San Francisco,CA,US,,,,,0,yc,,,,,
c_4804b2d9710d,Agent FM,agentfm.ai,"Agent FM is a desktop app that gives engineers one group chat to hear and steer their coding agents. Instead of manually bouncing between different claude code and codex sessions, and combing through walls of text to monitor agents, engineers just tune in to Agent FM. Agents share important progress updates, blockers, assumptions, and decisions in the group chat. Engineers get live text and audio updates and respond right from the chat.",B2B,"Artificial Intelligence, Developer Tools, Productivity",,San Francisco,CA,US,,,,,0,yc,,,,,
c_ff95e90a30e2,Chromie,chromie.dev,The intelligent operating system for government contracting. Built by former AI engineers and government officials.,B2B,"GovTech, Workflow Automation",,San Francisco,CA,US,,,,,0,yc,,,,,
c_9eb313ee7a02,Riften,riften.ai,"Intelligence will be the most valuable asset a company owns. Today, almost every company rents it.

Companies pay a handful of labs one token at a time. Each dollar buys an answer, not an asset. They spend more, but own nothing more.

Riften reverses that.

Change one environment variable and Riften becomes the gateway for a company's AI traffic. We route each request to the lowest-cost model that can do the job, serving most work on open-weight models we host. Customers save money immediately without rebuilding their products.

The gateway is the entry point. Over time, Riften turns the company's work into private models built on open weights and shaped around the business. What begins as cheaper inference becomes an intelligence stack the company owns, runs on infrastructure it controls, and uses to power its most important applications.

We call this earned intelligence. It is created by the company's own work, controlled by the company, and accumulated over time.

The next generation of companies will not rent their intelligence. They will earn it, own it, and compound it. Riften is how they get there.",B2B,"Developer Tools, Reinforcement Learning, Open Source, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_19b5dc9bae60,Ultrasonium,ultrasonium.com,"The technologies that define this century, including data centers, rockets, satellites, and robots, are built from complex metal parts. As these systems advance, the parts get harder to make. Past a certain complexity, casting and machining stop working, and the advanced methods that remain are slow, expensive, and hazardous.

Ultrasonium has invented a new manufacturing method to make these critical parts 15x faster and 75% cheaper than the methods they replace, in the U.S. and at scale. Solid metal feedstock goes in and a finished part safely comes out, controlled by a physical AI layer and novel control processes. 

The systems that matter most, in aerospace, energy, and compute, are demanding metal geometries that can't be machined or cast and are too expensive and slow to make with incumbent methods, at a moment when domestic manufacturing capacity is a national priority.

Our founding team has built and innovated some of the most complex engineering systems known to man: quantum computers, superconductors, nuclear reactors, and novel aerospace alloy processing methods. ",Industrials,"Hard Tech, Hardware, Robotics, Manufacturing",,Boston,MA,US,,,,,0,yc,,,,,
c_4bf999402367,Qokedas,qokedas.com,"Models are trained on the entire internet, but most of what happens on Earth is never written down. We turn those signals into training data so labs can make models better at science",B2B,"Artificial Intelligence, Deep Learning",,San Francisco,CA,US,,,,,0,yc,,,,,
c_5984d52aefe0,Omanta,omanta.com,"Omanta is a personalized research lab for patients who have exhausted standard options, want to prepare proactively for recurrence, or are living with an unresolved diagnosis.

We direct the full operational infrastructure, personnel, expertise, and technology of a large research program toward understanding and addressing the challenges of individual patients across oncology, rare disease, and undiagnosed conditions.

For clinicians, we act as a collaborative partner, providing a living roadmap for ongoing patient care built on a rigorous and evolving scientific evidence base.

We fully operationalize patient-specific research programs, covering tissue logistics, diagnostic follow-up, data integration, multiomic analysis, therapeutic strategy development, and more.

Omanta brings context and clarity to complex cases, helping clinicians see more of the scientific picture as they decide how best to care for their patients.",Healthcare,"Artificial Intelligence, Digital Health, Healthcare, Health & Wellness, Oncology",,San Francisco,CA,US,,,,,0,yc,,,,,
c_c30a9b58de89,Rasyn,rasyn.ai,"We builds foundational AI models for chemistry. Almost nothing you buy is a single chemical. Products like datacenter coolant, GPU thermal paste, paint, and glue are formulations, which are mixtures of around ten ingredients each, and demand for them has grown quickly because of AI and EVs.

Designing a new formulation is essentially a search problem, because there are more possible mixtures than anyone could ever test, and none of them can be predicted in advance. As a result, bringing a single formulation to market today takes three to five years of trial and error in a lab.

Our models predict how a mixture will behave far faster than the standard methods used today, which lets us design new formulations in weeks rather than years, at a fraction of the cost. To prove this, we used them to invent three chemicals that never existed before, including a PFAS-free coolant for datacenters, and we have since synthesized and patented all three.

We are already working with some of the largest manufacturers to design formulations for them, and we are building our own lab to generate the data that will train our next models.",Healthcare,"Artificial Intelligence, Deep Learning, Biotech, Manufacturing",,San Francisco,CA,US,,,,,0,yc,,,,,
c_662694877a1a,Caution,caution.co,"Caution is a hosting platform for software you can't afford to get hacked. It simplifies and extends confidential compute, and lets developers deploy workloads to secure enclaves in minutes and give customers, auditors, and counterparties cryptographic proof that production is running the exact reviewed source code, build, configuration, and runtime - not an opaque binary controlled by a cloud operator or internal admin.

Confidential computing hardware exists, but the tooling is too fragmented and incomplete for most teams to use well. Today, attestation often proves only that a binary has a certain hash; it does not prove what source code produced that binary. Building the missing deployment, reproducibility, and verification layer requires specialized security engineering and often locks teams into one cloud or hardware stack. Caution turns that into a simple git-based workflow that builds reproducible enclave images, provisions infrastructure, and lets anyone independently verify what is running.

We built Caution after years securing high-risk systems through Distrust, where we worked with hedge funds, custodians, blockchain teams, cloud platforms, and critical grid operators on systems responsible for more than $600B in assets. Again and again, the same problem showed up: teams running mission-critical infrastructure could not reliably prove what was executing in production.

As AI, fintech, healthcare, and regulated data collaboration move into the cloud, ""trust us"" is no longer enough. Caution is a general-purpose platform: if it runs on a server, it can run verifiably on Caution. We're starting where trust failures cost the most, but we believe verifiable compute will become the default way software runs, the same way HTTPS became the default way it's served. Infrastructure you can verify, not trust.",B2B,"Cybersecurity, Cloud Computing, Infrastructure",,George Town,George Town,Cayman Islands,,,,,0,yc,,,,,
c_ef3148b19e07,IMPACT Drones,impact-drones.com,"IMPACT builds autonomous interceptor drones that ship in sealed containers. The box sits at the site it protects, data centers, power grids, airports, bases, with no crew on the pad. When sensors cue a hostile drone, an interceptor pierces its own frangible lid, launches, and rams the target, guided by onboard vision that keeps working when GPS is jammed. Legacy effectors cost $1M+ per shot against $30k threats; ours cost less than the threat and scale with the swarm, the same class of interceptor already downing Shahed drones over Ukraine. Sites subscribe to protection instead of buying missiles, hardware, reloads and monitoring included: Air Defense as a Service. 180M+ USD in signed letters of intent.",Industrials,"Artificial Intelligence, Hardware, Drones, Swarm Robotics",,San Francisco,CA,US,,,,,0,yc,,,,,
c_e1572c41aec0,CarSignal,trycarsignal.com,"CarSignal is the AI-native operating system for independent auto repair shops.

Most shops still run each repair across disconnected management software, scan tools, parts catalogs, service information, texts, spreadsheets, and knowledge kept in technicians’ heads. That fragmentation slows diagnosis, creates duplicate processes, and leaves customers waiting.

CarSignal connects the full repair process in one system. AI agents research vehicle-specific failure patterns and surface the tests that confirm or rule out each cause. The same system carries each job from booking and intake through inspections, estimates, parts, approvals, payment, and follow-up, so technicians spend less time searching and updating systems and more time fixing cars.",B2B,"Hardware, SaaS, B2B, AI, Automotive",,San Francisco,CA,US,,,,,0,yc,,,,,
c_7451d7c6e542,"SpaceFlow Technologies, Inc.",spaceflow.tech,"SpaceFlow is an AI-native procurement services company for businesses that make, move and serve physical goods. We help procurement teams bring more spend under management, execute source-to-contract work and turn identified savings into realized savings without adding headcount or replacing existing systems.",B2B,"Fintech, Logistics, Manufacturing, Supply Chain",,San Francisco,CA,US,,,,,0,yc,,,,,
c_741ae11699df,Standard Machines,standardmachines.com,We build environments and evaluations to train and evaluate models on advanced chip design.,B2B,"Semiconductors, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_73b978ade878,Amorphic Labs,agentmuxer.com,"The next billion software users are AI agents, yet agents still can't act on their own: every paid tool they need runs through a human making accounts, managing API keys, and guessing which provider is best. We are the capability marketplace built for agents: one MCP and one balance through which agents find, pay for, and use APIs, data, skills, other agents, and software at runtime, with every request routed to the best provider based on benchmarks from real tasks and outcome feedback from the agents themselves.",B2B,"Artificial Intelligence, Marketplace, B2B",,San Francisco,CA,US,,,,,0,yc,,,,,
c_992bacb3890f,tash,tash.cards,"tash is building the investment platform for sports and trading cards. We create professionally constructed portfolios of iconic, investment-grade cards, giving investors exposure to the asset class without the hassle of selecting, buying, storing, and selling individual cards.

Trading card investing remains fragmented, opaque, and difficult to access. tash is building the infrastructure to make the asset class simpler, more transparent, and professionally managed. We are currently pursuing SEC qualification to launch regulated investment offerings backed by trading cards.",Consumer,"Consumer, Investing",,San Francisco,CA,US,,,,,0,yc,,,,,
c_45a029ffcddd,TareBio,tarebio.com,"Our platform develops personalized or population-level vaccines for any disease in weeks by changing only one input: the immune imprint. Instead of trying to predict which antigens might work, we read out immune cells already fighting the disease in the body and reverse-engineer antigens that activate them. We've already run our platform end-to-end and created a vaccine that cured cancer in mice.",Healthcare,"Vaccines, Synthetic Biology, Biotechnology",,San Francisco,CA,US,,,,,0,yc,,,,,
c_436b9a5c12e2,Lambda Robotics,lambdarobotics.ai,Lambda Robotics builds and deploys robots for the infrastructure powering frontier AI.,Industrials,"Robotics, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_afa515992cea,OpenVector,openvector.com,"OpenVector transforms any existing camera into an automated 24/7 workforce without requiring new hardware. We've built the world's fastest vision-language model inference engine that allows users to simply describe a task in plain English and automatically build a custom AI vision model to monitor their feed. When it detects an important physical event—like a stalled production cycle, a safety violation, or a waiting customer—it operates a computer just like a human to take immediate action. It integrates with legacy systems, makes calls, sends emails, updates a POS/CRM, or triggers webhooks in real time. OpenVector enables any camera to do real work.",B2B,"Robotics, Computer Vision, Infrastructure, Industrial",,San Francisco,CA,US,,,,,0,yc,,,,,
c_8925aa3c6b5f,Stoa,stoaexchange.com,"Stoa provides pricing and trading infrastructure for AI hardware, live with an RFQ marketplace where companies buy and sell GPUs through vetted dealers real-time.",Fintech,"Fintech, Hardware, Marketplace, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_b86d9e3574f0,Elite,elitehq.ai,"Elite builds AI voice agents that run the front office for healthcare practices. Elite answers every patient call instantly and finishes the job inside the practice's EHR: scheduling, triage, referrals, refills, eligibility, intake, and billing, across voice, SMS, and web, around the clock.

Front offices are drowning in phone volume, so patients wait on hold, calls go unanswered, and staff get pulled away from care. Elite picks up every call, resolves the routine ones end to end, and escalates anything complex to the team with full context. It ships knowing the scheduling protocols of 18 specialties and writes back to more than 19 EHRs including Epic, athenahealth, eClinicalWorks, and ModMed. There is no rip-and-replace, it goes live in days, and every resolved patient interaction is what we charge for.

Our starting point is healthcare. The mission is to rebuild the critical industries America runs on, including government, finance, insurance, and manufacturing, by deploying AI agents into the slow, manual workflows at their core.",Healthcare,"Healthcare, AI",,New York City,NY,US,,,,,0,yc,,,,,
c_db84ef9a722a,Luca IQ,lucaiq.com,Luca IQ is an API for deterministic tax calculation and an IRS Authorized e-filing engine - the foundation for accounting firms and fintechs building on tax.,B2B,"B2B, API, Infrastructure, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_b31b2a73758a,Trident,tridentsecurity.io,"Trident is the standard for modern day security. its an agentic pentester that chains vulnerabilities together like a real attacker mapping verified attack paths across AWS, Azure, GCP, web apps, and APIs. Run AI attacks and get fixes.

Get started today: tridentsecurity.io",B2B,"Security, Cybersecurity, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_64c2a6751577,COACH,getcoach.com,"85% of all sales still happen face-to-face. Coach is how those get closed.
Our AI turns in-depth sales conversation analysis into company knowledge and personalized coaching to help reps close more deals.",B2B,"SaaS, B2B, Sales, Sales Enablement, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_3d4b7838869c,Kara,karalabs.ai,"Kara is building diamond semiconductors. 

We begin with growing ultra-high purity diamond wafers for advanced hardware. Used in data centers, spacecrafts, RF systems, and quantum hardware, our diamond moves heat up to 5× better than copper, helping critical systems run cooler, faster, and more reliably. 

Diamond has spent centuries as a symbol. We are turning it into infrastructure.",Industrials,"Hardware, B2B, Manufacturing, Advanced Materials",,San Francisco,CA,US,,,,,0,yc,,,,,
c_48a9418fc655,hiloop,hiloop.ai,"hiloop helps teams train agents for tasks where general models are not good enough. Give us a task, your current agent or model, and an evaluation. hiloop runs an autoresearch campaign across data, SFT and other post-training methods, continual learning, prompts, tools, harnesses, and systems, then returns the best verified improvement. It runs hosted or in your cloud.

We provide the research system around models: persistent memory, full experiment lineage, compute orchestration, and statistical verification. We’re starting with agent and model training, continual learning, and optimization.

Reach out to us for early access at founders@hiloop.ai.",B2B,"Artificial Intelligence, Developer Tools, Machine Learning, Reinforcement Learning, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
c_d6398082093b,Executor,executor.sh,"Executor.sh is an MCP gateway that allows you to sign in once to all of your integrations and use them with any client.

We enable you to connect your agents to anything (MCP, GraphQL, OpenAPI) so regardless of what you're trying to connect agents to you're able to.

If you're trying to scale agents to access all of your production services, data, etc, you need Executor as a unified management layer.",B2B,"AIOps, Artificial Intelligence, SaaS",,San Francisco,CA,US,,,,,0,yc,,,,,
c_ca2199019d59,Atlia,atlia.com,We use AI agents to manage short-term rental properties by running operations completely autonomously. We cut traditional human management fees in half so owners take home 20% to 30% more revenue. And we operate with near-zero boots-on-the-ground so we can scale nationwide with software margins and at venture speed in a traditionally physical industry.,Real Estate and Construction,"Artificial Intelligence, Real Estate, Proptech, Big Data, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_ac58cda2a858,Ekho Labs,ekholabs.com,"Ekho predicts the wars, strikes and tariffs that break global shipping, and tells freight teams which shipments are exposed and what to do about them. Predicting escalation is what our team did for eight years before this - now we bring the same engine to logistics.",B2B,"Artificial Intelligence, Hard Tech, SaaS, Supply Chain, Enterprise Software",,New York City,NY,US,,,,,0,yc,,,,,
c_ef9f6949c353,GitCafe,git.cafe,We build GitHub for agents. We're rebuilding the infrastructure for the next hundred billion commits and CI jobs with hundreds of engineers already making the move.,B2B,"Developer Tools, B2B, DevOps, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_70194fbd975b,Tracer,tracerml.ai,"Tracer is an AI research lab building more capable and efficient AI through model coordination. We research adaptive inference, ensembling, and systems in which multiple open-source models work together to produce capabilities beyond any single model.

Our work spans reasoning, code, research, and agentic systems, with the goal of making advanced intelligence more accessible and economical.",B2B,"Machine Learning, Open Source, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_e7b3aa5d8718,Lamb Labs,lamb-labs.com,"Lamb Labs is building MPUs (Model Processing Units), custom chips that hardcode LLM weights directly into the chip. Unlike GPUs, which move weights between memory and compute, MPUs keep the model on-chip, targeting up to 20,000+ tok/s and a 63× higher intelligence per watt.

",B2B,"Artificial Intelligence, Hardware, B2B, Semiconductors, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_06ac8c495a55,Dock,trydock.ai,"Dock is a multiplayer agent workspace where you spin up teams of specialized, proactive agents that can do the work of entire departments. They communicate, unblock each other, and manage each other to get work done, so you're not the bottleneck babysitting a dozen chat windows.",B2B,"B2B, AI",,San Francisco,CA,US,,,,,0,yc,,,,,
c_624e8251586e,Decawork,decawork.ai,"An agent’s access should depend on the task it is doing. The same action can be appropriate for one task and wrong for another. Access decisions need to adapt in real time as the agent works, but companies can’t turn every business judgment into a fixed rules or have people manually approve every step.

We train small, company-specific models that approve AI actions in real time. They consider the company’s policies and interests, the agent’s current task, and its past actions to decide whether each proposed action should be allowed. Access is specific to the task at hand and reassessed as the agent works.

Companies will rent intelligence from AI labs or run open-source models to power their agents. They’ll own the models that keep their entire AI workforce acting in their interests. Decawork is building those models.",B2B,"Artificial Intelligence, B2B, Security, Infrastructure",,San Francisco,CA,US,,,,,0,yc,,,,,
